SYMBOL,NAME OF COMPANY, SERIES
OSWALAGRO,Oswal Agro Mills Limited,EQ
PAGEIND,Page Industries Limited,EQ
PAISALO,Paisalo Digital Limited,EQ
PALASHSECU,Palash Securities Limited,EQ
PALREDTEC,Palred Technologies Limited,BE
PANACEABIO,Panacea Biotec Limited,EQ
PANACHE,Panache Digilife Limited,EQ
PANAMAPET,Panama Petrochem Limited,EQ
PANSARI,Pansari Developers Limited,BE
PAR,Par Drugs And Chemicals Limited,EQ
PARACABLES,Paramount Communications Limited,BE
PARAGMILK,Parag Milk Foods Limited,EQ
PARAS,Paras Defence and Space Technologies Limited,EQ
PARSVNATH,Parsvnath Developers Limited,EQ
PASUPTAC,Pasupati Acrylon Limited,EQ
PATELENG,Patel Engineering Limited,EQ
PATINTLOG,Patel Integrated Logistics Limited,EQ
PATSPINLTD,Patspin India Limited,EQ
PAYTM,One 97 Communications Limited,EQ
PBAINFRA,PBA Infrastructure Limited,EQ
PCJEWELLER,PC Jeweller Limited,EQ
PDMJEPAPER,Pudumjee Paper Products Limited,EQ
PDPL,Parenteral Drugs (India) Limited,EQ
PDSMFL,PDS Multinational Fashions Limited,EQ
PEARLPOLY,Pearl Polymers Limited,EQ
PEL,Piramal Enterprises Limited,EQ
PENIND,Pennar Industries Limited,EQ
PENINLAND,Peninsula Land Limited,BE
PERSISTENT,Persistent Systems Limited,EQ
PETRONET,Petronet LNG Limited,EQ
PFC,Power Finance Corporation Limited,EQ
PFIZER,Pfizer Limited,EQ
PFOCUS,Prime Focus Limited,EQ
PFS,PTC India Financial Services Limited,EQ
PGEL,PG Electroplast Limited,EQ
PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ
PGHL,Procter & Gamble Health Limited,EQ
PGIL,Pearl Global Industries Limited,EQ
PHILIPCARB,Phillips Carbon Black Limited,EQ
PHOENIXLTD,The Phoenix Mills Limited,EQ
PIDILITIND,Pidilite Industries Limited,EQ
PIIND,PI Industries Limited,EQ
PILANIINVS,Pilani Investment and Industries Corporation Limited,EQ
PILITA,PIL ITALICA LIFESTYLE LIMITED,EQ
PIONDIST,Pioneer Distilleries Limited,EQ
PIONEEREMB,Pioneer Embroideries Limited,EQ
PITTIENG,Pitti Engineering Limited,EQ
PKTEA,The Peria Karamalai Tea & Produce Company Limited,BE
PLASTIBLEN,Plastiblends India Limited,EQ
PNB,Punjab National Bank,EQ
PNBGILTS,PNB Gilts Limited,EQ
PNBHOUSING,PNB Housing Finance Limited,EQ
PNC,Pritish Nandy Communications Limited,EQ
PNCINFRA,PNC Infratech Limited,EQ
PODDARHOUS,Poddar Housing and Development Limited,EQ
PODDARMENT,Poddar Pigments Limited,EQ
POKARNA,Pokarna Limited,EQ
POLICYBZR,PB Fintech Limited,EQ
POLYCAB,Polycab India Limited,EQ
POLYMED,Poly Medicure Limited,EQ
POLYPLEX,Polyplex Corporation Limited,EQ
PONNIERODE,Ponni Sugars (Erode) Limited,EQ
POONAWALLA,Poonawalla Fincorp Limited,EQ
POWERGRID,Power Grid Corporation of India Limited,EQ
POWERINDIA,Hitachi Energy India Limited,EQ
POWERMECH,Power Mech Projects Limited,EQ
PPAP,PPAP Automotive Limited,EQ
PPL,Prakash Pipes Limited,EQ
PRAENG,Prajay Engineers Syndicate Limited,EQ
PRAJIND,Praj Industries Limited,EQ
PRAKASH,Prakash Industries Limited,EQ
PRAKASHSTL,Prakash Steelage Limited,EQ
PRAXIS,Praxis Home Retail Limited,BE
PRECAM,Precision Camshafts Limited,EQ
PRECOT,Precot Limited,EQ
PRECWIRE,Precision Wires India Limited,EQ
PREMEXPLN,Premier Explosives Limited,EQ
PREMIER,Premier Limited,BE
PREMIERPOL,Premier Polyfilm Limited,EQ
PRESSMN,Pressman Advertising Limited,EQ
PRESTIGE,Prestige Estates Projects Limited,EQ
PRICOLLTD,Pricol Limited,EQ
PRIMESECU,Prime Securities Limited,EQ
PRINCEPIPE,Prince Pipes And Fittings Limited,EQ
PRITIKAUTO,Pritika Auto Industries Limited,EQ
PRIVISCL,Privi Speciality Chemicals Limited,EQ
PROZONINTU,Prozone Intu Properties Limited,EQ
PRSMJOHNSN,Prism Johnson Limited,EQ
PSB,Punjab & Sind Bank,EQ
PSPPROJECT,PSP Projects Limited,EQ
PTC,PTC India Limited,EQ
PTL,PTL Enterprises Limited,EQ
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ
PUNJLLOYD,Punj Lloyd Limited,BZ
PURVA,Puravankara Limited,EQ
PVP,PVP Ventures Limited,BE
PVR,PVR Limited,EQ
QUESS,Quess Corp Limited,EQ
QUICKHEAL,Quick Heal Technologies Limited,EQ
RADAAN,Radaan Mediaworks India Limited,BE
RADICO,Radico Khaitan Limited,EQ
RADIOCITY,Music Broadcast Limited,EQ
RAILTEL,Railtel Corporation Of India Limited,EQ
RAIN,Rain Industries Limited,EQ
RAJESHEXPO,Rajesh Exports Limited,EQ
RAJMET,Rajnandini Metal Limited,EQ
RAJRATAN,Rajratan Global Wire Limited,BE
RAJSREESUG,Rajshree Sugars & Chemicals Limited,BE
RAJTV,Raj Television Network Limited,EQ
RALLIS,Rallis India Limited,EQ
RAMANEWS,Shree Rama Newsprint Limited,EQ
RAMASTEEL,Rama Steel Tubes Limited,EQ
RAMCOCEM,The Ramco Cements Limited,EQ
RAMCOIND,Ramco Industries Limited,EQ
RAMCOSYS,Ramco Systems Limited,EQ
RAMKY,Ramky Infrastructure Limited,EQ
RANASUG,Rana Sugars Limited,EQ
RANEENGINE,Rane Engine Valve Limited,EQ
RANEHOLDIN,Rane Holdings Limited,EQ
RATEGAIN,Rategain Travel Technologies Limited,EQ
RATNAMANI,Ratnamani Metals & Tubes Limited,EQ
RAYMOND,Raymond Limited,EQ
RBL,Rane Brake Lining Limited,EQ
RBLBANK,RBL Bank Limited,EQ
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ
RCOM,Reliance Communications Limited,EQ
RECLTD,REC Limited,EQ
REDINGTON,Redington (India) Limited,EQ
REFEX,Refex Industries Limited,EQ
REGENCERAM,Regency Ceramics Limited,EQ
RELAXO,Relaxo Footwears Limited,EQ
RELCAPITAL,Reliance Capital Limited,BE
RELIANCE,Reliance Industries Limited,EQ
RELIGARE,Religare Enterprises Limited,EQ
RELINFRA,Reliance Infrastructure Limited,BE
REMSONSIND,Remsons Industries Limited,EQ
RENUKA,Shree Renuka Sugars Limited,EQ
REPCOHOME,Repco Home Finance Limited,EQ
REPL,Rudrabhishek Enterprises Limited,EQ
REPRO,Repro India Limited,EQ
RESPONIND,Responsive Industries Limited,EQ
REVATHI,Revathi Equipment Limited,EQ
RGL,Renaissance Global Limited,EQ
RHFL,Reliance Home Finance Limited,EQ
RHIM,RHI MAGNESITA INDIA LIMITED,EQ
RICOAUTO,Rico Auto Industries Limited,EQ
RIIL,Reliance Industrial Infrastructure Limited,EQ
RITES,RITES Limited,EQ
RKEC,RKEC Projects Limited,EQ
RKFORGE,Ramkrishna Forgings Limited,EQ
RMCL,Radha Madhav Corporation Limited,BZ
RML,Rane (Madras) Limited,EQ
RNAVAL,Reliance Naval and Engineering Limited,BZ
ROHITFERRO,Rohit Ferro-Tech Limited,BE
ROHLTD,Royal Orchid Hotels Limited,BE
ROLEXRINGS,Rolex Rings Limited,EQ
ROLLT,Rollatainers Limited,EQ
ROLTA,Rolta India Limited,BZ
ROML,Raj Oil Mills Limited,BE
ROSSARI,Rossari Biotech Limited,EQ
ROSSELLIND,Rossell India Limited,EQ
ROUTE,ROUTE MOBILE LIMITED,EQ
RPGLIFE,RPG Life Sciences Limited,EQ
RPOWER,Reliance Power Limited,EQ
RPPINFRA,R.P.P. Infra Projects Limited,EQ
RPPL,Rajshree Polypack Limited,EQ
RPSGVENT,RPSG VENTURES LIMITED,EQ
RSSOFTWARE,R. S. Software (India) Limited,EQ
RSWM,RSWM Limited,EQ
RSYSTEMS,R Systems International Limited,EQ
RTNINDIA,RattanIndia Enterprises Limited,EQ
RTNPOWER,RattanIndia Power Limited,EQ
RUBYMILLS,The Ruby Mills Limited,EQ
RUCHI,Ruchi Soya Industries Limited,EQ
RUCHINFRA,Ruchi Infrastructure Limited,BE
RUCHIRA,Ruchira Papers Limited,EQ
RUPA,Rupa & Company Limited,EQ
RUSHIL,Rushil Decor Limited,EQ
RVHL,Ravinder Heights Limited,EQ
RVNL,Rail Vikas Nigam Limited,EQ
S&SPOWER,S&S Power Switchgears Limited,EQ
SABEVENTS,Sab Events & Governance Now Media Limited,BE
SADBHAV,Sadbhav Engineering Limited,EQ
SADBHIN,Sadbhav Infrastructure Project Limited,EQ
SAFARI,Safari Industries (India) Limited,EQ
SAGARDEEP,Sagardeep Alloys Limited,BE
SAGCEM,Sagar Cements Limited,EQ
SAIL,Steel Authority of India Limited,EQ
SAKAR,Sakar Healthcare Limited,EQ
SAKHTISUG,Sakthi Sugars Limited,EQ
SAKSOFT,Saksoft Limited,EQ
SAKUMA,Sakuma Exports Limited,EQ
SALASAR,Salasar Techno Engineering Limited,EQ
SALONA,Salona Cotspin Limited,EQ
SALSTEEL,S.A.L. Steel Limited,EQ
SALZERELEC,Salzer Electronics Limited,EQ
SAMBHAAV,Sambhaav Media Limited,BE
SANCO,Sanco Industries Limited,EQ
SANDESH,The Sandesh Limited,EQ
SANDHAR,Sandhar Technologies Limited,EQ
SANGAMIND,Sangam (India) Limited,EQ
SANGHIIND,Sanghi Industries Limited,EQ
SANGHVIMOV,Sanghvi Movers Limited,EQ
SANGINITA,Sanginita Chemicals Limited,BE
SANOFI,Sanofi India Limited,EQ
SANSERA,Sansera Engineering Limited,EQ
SANWARIA,Sanwaria Consumer Limited,BZ
SAPPHIRE,Sapphire Foods India Limited,EQ
SARDAEN,Sarda Energy & Minerals Limited,EQ
SAREGAMA,Saregama India Limited,BE
SARLAPOLY,Sarla Performance Fibers Limited,EQ
SASKEN,Sasken Technologies Limited,EQ
SASTASUNDR,Sastasundar Ventures Limited,EQ
SATHAISPAT,Sathavahana Ispat Limited,EQ
SATIA,Satia Industries Limited,EQ
SATIN,Satin Creditcare Network Limited,EQ
SBC,SBC Exports Limited,EQ
SBCL,Shivalik Bimetal Controls Limited,EQ
SBICARD,SBI Cards and Payment Services Limited,EQ
SBILIFE,SBI Life Insurance Company Limited,EQ
SBIN,State Bank of India,EQ
SCAPDVR,Stampede Capital Limited,BE
SCHAEFFLER,Schaeffler India Limited,EQ
SCHAND,S Chand And Company Limited,EQ
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ
SCI,Shipping Corporation Of India Limited,EQ
SDBL,Som Distilleries & Breweries Limited,EQ
SEAMECLTD,Seamec Limited,BE
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ
SEJALLTD,Sejal Glass Limited,BE
SELAN,Selan Exploration Technology Limited,EQ
SELMC,SEL Manufacturing Company Limited,EQ
SEPOWER,S.E. Power Limited,BE
SEQUENT,Sequent Scientific Limited,EQ
SERVOTECH,Servotech Power Systems Limited,EQ
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ
SETCO,Setco Automotive Limited,EQ
SETUINFRA,Setubandhan Infrastructure Limited,BE
SEYAIND,Seya Industries Limited,EQ
SFL,Sheela Foam Limited,EQ
SGIL,Synergy Green Industries Limited,EQ
SGL,STL Global Limited,EQ
SHAHALLOYS,Shah Alloys Limited,BE
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ
SHALBY,Shalby Limited,EQ
SHALPAINTS,Shalimar Paints Limited,EQ
SHANKARA,Shankara Building Products Limited,EQ
SHANTI,Shanti Overseas (India) Limited,BE
SHANTIGEAR,Shanthi Gears Limited,EQ
SHARDACROP,Sharda Cropchem Limited,EQ
SHARDAMOTR,Sharda Motor Industries Limited,EQ
SHAREINDIA,Share India Securities Limited,EQ
SHEMAROO,Shemaroo Entertainment Limited,BE
SHIL,Somany Home Innovation Limited,EQ
SHILPAMED,Shilpa Medicare Limited,EQ
SHIVALIK,Shivalik Rasayan Limited,EQ
SHIVAMAUTO,Shivam Autotech Limited,BE
SHIVAMILLS,Shiva Mills Limited,EQ
SHIVATEX,Shiva Texyarn Limited,EQ
SHK,S H Kelkar and Company Limited,EQ
SHOPERSTOP,Shoppers Stop Limited,EQ
SHRADHA,Shradha Infraprojects Limited,EQ
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ
SHREECEM,SHREE CEMENT LIMITED,EQ
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ
SHREERAMA,Shree Rama Multi-Tech Limited,EQ
SHRENIK,Shrenik Limited,EQ
SHREYANIND,Shreyans Industries Limited,EQ
SHREYAS,Shreyas Shipping & Logistics Limited,EQ
SHRIPISTON,Shriram Pistons & Rings Limited,BE
SHRIRAMCIT,Shriram City Union Finance Limited,EQ
SHRIRAMEPC,Shriram EPC Limited,EQ
SHRIRAMPPS,Shriram Properties Limited,EQ
SHYAMCENT,Shyam Century Ferrous Limited,EQ
SHYAMMETL,Shyam Metalics and Energy Limited,EQ
SICAL,Sical Logistics Limited,BE
SIEMENS,Siemens Limited,EQ
SIGACHI,Sigachi Industries Limited,EQ
SIGIND,Signet Industries Limited,EQ
SIKKO,Sikko Industries Limited,EQ
SIL,Standard Industries Limited,BE
SILGO,Silgo Retail Limited,EQ
SILINV,SIL Investments Limited,EQ
SILLYMONKS,Silly Monks Entertainment Limited,BE
SIMBHALS,Simbhaoli Sugars Limited,EQ
SIMPLEXINF,Simplex Infrastructures Limited,EQ
SINTERCOM,Sintercom India Limited,EQ
SINTEX,Sintex Industries Limited,BE
SIRCA,Sirca Paints India Limited,EQ
SIS,SIS LIMITED,EQ
SITINET,Siti Networks Limited,BE
SIYSIL,Siyaram Silk Mills Limited,EQ
SJS,S.J.S. Enterprises Limited,EQ
SJVN,SJVN Limited,EQ
SKFINDIA,SKF India Limited,EQ
SKIPPER,Skipper Limited,EQ
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ
SMARTLINK,Smartlink Holdings Limited,EQ
SMCGLOBAL,SMC Global Securities Limited,EQ
SMLISUZU,SML Isuzu Limited,EQ
SMLT,Sarthak Metals Limited,EQ
SMSLIFE,SMS Lifesciences India Limited,EQ
SMSPHARMA,SMS Pharmaceuticals Limited,EQ
SNOWMAN,Snowman Logistics Limited,EQ
SOBHA,Sobha Limited,EQ
SOLARA,Solara Active Pharma Sciences Limited,EQ
SOLARINDS,Solar Industries India Limited,EQ
SOMANYCERA,Somany Ceramics Limited,EQ
SOMATEX,Soma Textiles & Industries Limited,EQ
SOMICONVEY,Somi Conveyor Beltings Limited,EQ
SONACOMS,Sona BLW Precision Forgings Limited,EQ
SONATSOFTW,Sonata Software Limited,EQ
SORILINFRA,SORIL Infra Resources Limited,EQ
SOTL,Savita Oil Technologies Limited,EQ
SOUTHBANK,The South Indian Bank Limited,EQ
SOUTHWEST,South West Pinnacle Exploration Limited,BE
SPAL,S. P. Apparels Limited,EQ
SPANDANA,Spandana Sphoorty Financial Limited,EQ
SPARC,Sun Pharma Advanced Research Company Limited,EQ
SPCENET,Spacenet Enterprises India Limited,EQ
SPECIALITY,Speciality Restaurants Limited,EQ
SPENCERS,Spencer's Retail Limited,EQ
SPENTEX,Spentex Industries Limited,BZ
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ
SPICEJET,SPICEJET LTD,EQ
SPLIL,SPL Industries Limited,EQ
SPMLINFRA,SPML Infra Limited,BE
SPTL,Sintex Plastics Technology Limited,EQ
SPYL,Shekhawati Poly-Yarn Limited,EQ
SREEL,Sreeleathers Limited,EQ
SREINFRA,SREI Infrastructure Finance Limited,BE
SRF,SRF Limited,EQ
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ
SRIPIPES,Srikalahasthi Pipes Limited,EQ
SRPL,Shree Ram Proteins Limited,EQ
SRTRANSFIN,Shriram Transport Finance Company Limited,EQ
SSWL,Steel Strips Wheels Limited,EQ
STAR,Strides Pharma Science Limited,EQ
STARCEMENT,Star Cement Limited,EQ
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ
STARPAPER,Star Paper Mills Limited,EQ
STCINDIA,The State Trading Corporation of India Limited,EQ
STEELCAS,Steelcast Limited,EQ
STEELCITY,Steel City Securities Limited,EQ
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ
STEL,Stel Holdings Limited,EQ
STERTOOLS,Sterling Tools Limited,EQ
STLTECH,Sterlite Technologies Limited,EQ
STOVEKRAFT,Stove Kraft Limited,EQ
STYLAMIND,Stylam Industries Limited,EQ
SUBCAPCITY,International Constructions Limited,BE
SUBEXLTD,Subex Limited,EQ
SUBROS,Subros Limited,EQ
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ
SUMEETINDS,Sumeet Industries Limited,EQ
SUMICHEM,Sumitomo Chemical India Limited,EQ
SUMIT,Sumit Woods Limited,EQ
SUMMITSEC,Summit Securities Limited,EQ
SUNCLAYLTD,Sundaram Clayton Limited,EQ
SUNDARAM,Sundaram Multi Pap Limited,BE
SUNDARMFIN,Sundaram Finance Limited,EQ
SUNDARMHLD,Sundaram Finance Holdings Limited,EQ
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ
SUNDRMFAST,Sundram Fasteners Limited,EQ
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ
SUNTECK,Sunteck Realty Limited,EQ
SUNTV,Sun TV Network Limited,EQ
SUPERHOUSE,Superhouse Limited,EQ
SUPERSPIN,Super Spinning Mills Limited,EQ
SUPPETRO,Supreme Petrochem Limited,EQ
SUPRAJIT,Suprajit Engineering Limited,EQ
SUPREMEENG,Supreme Engineering Limited,EQ
SUPREMEIND,Supreme Industries Limited,EQ
SUPREMEINF,Supreme Infrastructure India Limited,BE
SUPRIYA,Supriya Lifescience Limited,EQ
SURANASOL,Surana Solar Limited,BE
SURANAT&P,Surana Telecom and Power Limited,EQ
SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ
SURYAROSNI,Surya Roshni Limited,EQ
SURYODAY,Suryoday Small Finance Bank Limited,EQ
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ
SUULD,Suumaya Industries Limited,EQ
SUVEN,Suven Life Sciences Limited,EQ
SUVENPHAR,Suven Pharmaceuticals Limited,EQ
SUVIDHAA,Suvidhaa Infoserve Limited,EQ
SUZLON,Suzlon Energy Limited,EQ
SVPGLOB,SVP Global Ventures Limited,EQ
SWANENERGY,Swan Energy Limited,EQ
SWARAJENG,Swaraj Engines Limited,EQ
SWELECTES,Swelect Energy Systems Limited,EQ
SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ
SYMPHONY,Symphony Limited,EQ
SYNGENE,Syngene International Limited,EQ
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ
TAKE,Take Solutions Limited,EQ
TALBROAUTO,Talbros Automotive Components Limited,EQ
TANLA,Tanla Platforms Limited,EQ
TANTIACONS,Tantia Constructions Limited,BZ
TARAPUR,Tarapur Transformers Limited,EQ
TARC,TARC Limited,EQ
TARMAT,Tarmat Limited,EQ
TARSONS,Tarsons Products Limited,EQ
TASTYBITE,Tasty Bite Eatables Limited,EQ
TATACHEM,Tata Chemicals Limited,EQ
TATACOFFEE,Tata Coffee Limited,EQ
TATACOMM,Tata Communications Limited,EQ
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ
TATAELXSI,Tata Elxsi Limited,EQ
TATAINVEST,Tata Investment Corporation Limited,EQ
TATAMETALI,Tata Metaliks Limited,EQ
TATAMOTORS,Tata Motors Limited,EQ
TATAPOWER,Tata Power Company Limited,EQ
TATASTEEL,Tata Steel Limited,EQ
TATASTLLP,Tata Steel Long Products Limited,EQ
TATVA,Tatva Chintan Pharma Chem Limited,EQ
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ
TCI,Transport Corporation of India Limited,EQ
TCIDEVELOP,TCI Developers Limited,EQ
TCIEXP,TCI Express Limited,EQ
TCIFINANCE,TCI Finance Limited,EQ
TCNSBRANDS,TCNS Clothing Co. Limited,EQ
TCPLPACK,TCPL Packaging Limited,EQ
TCS,Tata Consultancy Services Limited,EQ
TDPOWERSYS,TD Power Systems Limited,EQ
TEAMLEASE,Teamlease Services Limited,EQ
TECHIN,Techindia Nirman Limited,BE
TECHM,Tech Mahindra Limited,EQ
TECHNOE,Techno Electric & Engineering Company Limited,EQ
TEGA,Tega Industries Limited,EQ
TEJASNET,Tejas Networks Limited,EQ
TEMBO,Tembo Global Industries Limited,BE
TERASOFT,Tera Software Limited,EQ
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ
TEXMOPIPES,Texmo Pipes and Products Limited,EQ
TEXRAIL,Texmaco Rail & Engineering Limited,EQ
TFCILTD,Tourism Finance Corporation of India Limited,EQ
TFL,Transwarranty Finance Limited,BE
TGBHOTELS,TGB Banquets And Hotels Limited,EQ
THANGAMAYL,Thangamayil Jewellery Limited,EQ
THEINVEST,The Investment Trust Of India Limited,EQ
THEMISMED,Themis Medicare Limited,EQ
THERMAX,Thermax Limited,EQ
THOMASCOOK,Thomas Cook  (India)  Limited,EQ
THOMASCOTT,Thomas Scott (India) Limited,BE
THYROCARE,Thyrocare Technologies Limited,EQ
TI,Tilaknagar Industries Limited,BE
TIDEWATER,Tide Water Oil Company (India) Limited,EQ
TIIL,Technocraft Industries (India) Limited,EQ
TIINDIA,Tube Investments of India Limited,EQ
TIJARIA,Tijaria Polypipes Limited,EQ
TIL,TIL Limited,EQ
TIMESGTY,Times Guaranty Limited,EQ
TIMETECHNO,Time Technoplast Limited,EQ
TIMKEN,Timken India Limited,EQ
TINPLATE,The Tinplate Company of India Limited,EQ
TIPSINDLTD,TIPS Industries Limited,BE
TIRUMALCHM,Thirumalai Chemicals Limited,EQ
TIRUPATIFL,Tirupati Forge Limited,BE
TITAN,Titan Company Limited,EQ
TMRVL,The Mandhana Retail Ventures Limited,EQ
TNPETRO,Tamilnadu PetroProducts Limited,EQ
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ
TNTELE,Tamilnadu Telecommunication Limited,BE
TOKYOPLAST,Tokyo Plast International Limited,EQ
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ
TORNTPOWER,Torrent Power Limited,EQ
TOTAL,Total Transport Systems Limited,EQ
TOUCHWOOD,Touchwood Entertainment Limited,EQ
TPLPLASTEH,TPL Plastech Limited,EQ
TREEHOUSE,Tree House Education & Accessories Limited,EQ
TREJHARA,TREJHARA SOLUTIONS LIMITED,EQ
TRENT,Trent Limited,EQ
TRF,TRF Limited,BE
TRIDENT,Trident Limited,EQ
TRIGYN,Trigyn Technologies Limited,EQ
TRIL,Transformers And Rectifiers (India) Limited,EQ
TRITURBINE,Triveni Turbine Limited,EQ
TRIVENI,Triveni Engineering & Industries Limited,EQ
TTKHLTCARE,TTK Healthcare Limited,EQ
TTKPRESTIG,TTK Prestige Limited,EQ
TTL,T T Limited,EQ
TTML,Tata Teleservices (Maharashtra) Limited,BE
TV18BRDCST,TV18 Broadcast Limited,EQ
TVSELECT,TVS Electronics Limited,EQ
TVSMOTOR,TVS Motor Company Limited,EQ
TVSSRICHAK,TVS Srichakra Limited,EQ
TVTODAY,TV Today Network Limited,EQ
TWL,Titagarh Wagons Limited,EQ
UBL,United Breweries Limited,EQ
UCALFUEL,Ucal Fuel Systems Limited,EQ
UCOBANK,UCO Bank,EQ
UDAICEMENT,Udaipur Cement Works Limited,EQ
UFLEX,UFLEX Limited,EQ
UFO,UFO Moviez India Limited,EQ
UGARSUGAR,The Ugar Sugar Works Limited,EQ
UGROCAP,Ugro Capital Limited,EQ
UJAAS,Ujaas Energy Limited,BE
UJJIVAN,Ujjivan Financial Services Limited,EQ
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ
ULTRACEMCO,UltraTech Cement Limited,EQ
UMANGDAIRY,Umang Dairies Limited,EQ
UMESLTD,Usha Martin Education & Solutions Limited,BE
UNICHEMLAB,Unichem Laboratories Limited,EQ
UNIDT,United Drilling Tools Limited,EQ
UNIENTER,Uniphos Enterprises Limited,EQ
UNIONBANK,Union Bank of India,EQ
UNITECH,Unitech Limited,BZ
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ
UNIVASTU,Univastu India Limited,EQ
UNIVCABLES,Universal Cables Limited,EQ
UNIVPHOTO,Universus Photo Imagings Limited,EQ
UPL,UPL Limited,EQ
URJA,Urja Global Limited,EQ
USHAMART,Usha Martin Limited,EQ
UTIAMC,UTI Asset Management Company Limited,EQ
UTTAMSTL,Uttam Galva Steels Limited,EQ
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ
V2RETAIL,V2 Retail Limited,BE
VADILALIND,Vadilal Industries Limited,EQ
VAIBHAVGBL,Vaibhav Global Limited,EQ
VAISHALI,Vaishali Pharma Limited,EQ
VAKRANGEE,Vakrangee Limited,EQ
VALIANTORG,Valiant Organics Limited,EQ
VARDHACRLC,Vardhman Acrylics Limited,EQ
VARDMNPOLY,Vardhman Polytex Limited,BE
VARROC,Varroc Engineering Limited,EQ
VASCONEQ,Vascon Engineers Limited,EQ
VASWANI,Vaswani Industries Limited,EQ
VBL,Varun Beverages Limited,EQ
VEDL,Vedanta Limited,EQ
VENKEYS,Venky's (India) Limited,EQ
VENUSREM,Venus Remedies Limited,EQ
VERTOZ,Vertoz Advertising Limited,EQ
VESUVIUS,Vesuvius India Limited,EQ
VETO,Veto Switchgears And Cables Limited,EQ
VGUARD,V-Guard Industries Limited,EQ
VHL,Vardhman Holdings Limited,EQ
VICEROY,Viceroy Hotels Limited,BZ
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ
VIJAYA,Vijaya Diagnostic Centre Limited,EQ
VIJIFIN,Viji Finance Limited,BE
VIKASECO,Vikas EcoTech Limited,BE
VIKASLIFE,Vikas Lifecare Limited,EQ
VIKASPROP,Vikas Proppant & Granite Limited,EQ
VIKASWSP,Vikas WSP Limited,EQ
VIMTALABS,Vimta Labs Limited,EQ
VINATIORGA,Vinati Organics Limited,EQ
VINDHYATEL,Vindhya Telelinks Limited,EQ
VINEETLAB,Vineet Laboratories Limited,EQ
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ
VIPCLOTHNG,VIP Clothing Limited,EQ
VIPIND,VIP Industries Limited,EQ
VIPULLTD,Vipul Limited,EQ
VISAKAIND,Visaka Industries Limited,EQ
VISASTEEL,Visa Steel Limited,BE
VISESHINFO,Visesh Infotecnics Limited,BE
VISHAL,Vishal Fabrics Limited,EQ
VISHNU,Vishnu Chemicals Limited,BE
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ
VIVIDHA,Visagar Polytex Limited,BE
VIVIMEDLAB,Vivimed Labs Limited,EQ
VLSFINANCE,VLS Finance Limited,EQ
VMART,V-Mart Retail Limited,EQ
VOLTAMP,Voltamp Transformers Limited,EQ
VOLTAS,Voltas Limited,EQ
VRLLOG,VRL Logistics Limited,EQ
VSSL,Vardhman Special Steels Limited,EQ
VSTIND,VST Industries Limited,EQ
VSTTILLERS,V.S.T Tillers Tractors Limited,EQ
VTL,Vardhman Textiles Limited,EQ
WABAG,VA Tech Wabag Limited,EQ
WABCOINDIA,WABCO India Limited,EQ
WALCHANNAG,Walchandnagar Industries Limited,EQ
WANBURY,Wanbury Limited,BE
WATERBASE,Waterbase Limited,EQ
WEALTH,Wealth First Portfolio Managers Limited,BE
WEBELSOLAR,Websol Energy System Limited,EQ
WEIZMANIND,Weizmann Limited,EQ
WELCORP,Welspun Corp Limited,EQ
WELENT,Welspun Enterprises Limited,EQ
WELINV,Welspun Investments and Commercials Limited,EQ
WELSPUNIND,Welspun India Limited,EQ
